0,8.4636
1,7.1307
2,7.6564
3,7.5526
4,7.2767
5,7.7637
6,8.4942
7,9.5775
8,9.801
9,10.089
10,8.8849
11,12.918
12,17.164
13,15.477
14,10.423
15,9.0906
16,8.9454
17,7
18,6.5745
19,6.2939
20,6.174
21,6.1379
22,6.1071
23,6.0746
