1,23.97
2,27.243
3,26.553
4,27.234
5,34.507
6,34.998
7,36.362
8,123.16
9,95.094
10,54.496
11,32.894
12,33.817
13,63.421
14,114.5
15,105.53
16,34.305
17,31.256
18,30.28
19,25.76
20,27.098
21,27.511
22,28.792
