0,19.895
1,23.963
2,27.287
3,26.546
4,27.298
5,34.366
6,35.15
7,36.022
8,123.16
9,96.034
10,54.954
11,32.801
12,33.783
13,62.894
14,114.03
15,107.08
16,34.394
17,31.206
18,30.312
19,25.617
20,27.118
21,27.532
22,28.482
23,28.36
