0,19.949
1,23.304
2,27.12
3,27.815
4,31.217
5,37.439
6,34.658
7,39.065
8,87.904
9,79.012
10,39.471
11,28.831
12,33.369
13,82.285
14,129.89
15,89.099
16,43.671
17,45.486
18,49.286
19,39.849
20,37.653
21,37.556
22,28.224
23,26.482
